method,url_length,special_path,host,contentLength,arg_length,arg_num,digit_in_arg,letter_in_arg
2,49,8,0,252.0,240,13,44,173
2,47,8,0,139.0,137,3,51,69
1,49,8,0,0.0,243,13,40,177
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,254,13,42,186
2,50,8,0,242.0,230,13,39,169
1,65,9,0,0.0,0,1,0,0
2,48,8,0,573.0,573,1,393,68
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,48,8,0,68.0,64,5,8,47
2,57,8,0,4.0,4,1,1,2
1,58,9,0,0.0,0,1,0,0
1,42,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,240,13,43,175
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,55,1,11,35
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,53,10,0,0.0,0,1,0,0
2,48,8,0,73.0,69,5,11,48
1,48,8,0,0.0,0,1,0,0
1,71,10,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,52,8,0,86.0,82,5,23,47
1,50,8,0,0.0,253,13,42,184
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
3,48,8,1,33.0,33,1,0,31
1,50,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,56,10,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,49,8,0,0.0,313,13,71,209
1,52,8,0,0.0,57,5,1,51
1,52,8,0,0.0,61,5,8,46
2,52,8,0,65.0,61,5,5,50
2,57,8,0,5.0,5,1,1,3
1,39,7,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
2,57,8,0,20.0,20,1,8,7
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,50,8,0,0.0,233,13,38,172
1,47,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,52,8,0,0.0,58,5,2,50
1,48,8,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
2,48,8,0,63.0,63,1,16,29
1,48,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,245,13,44,177
2,47,8,0,46.0,44,3,6,32
2,48,8,0,34.0,34,1,0,32
2,49,8,0,343.0,331,13,69,225
2,48,8,0,18.0,18,1,1,15
2,49,8,0,309.0,297,13,58,205
1,50,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,70,10,0,0.0,0,1,0,0
2,48,8,0,72.0,68,5,8,51
1,25,5,0,0.0,0,1,0,0
2,50,8,0,248.0,236,13,38,175
1,48,8,0,0.0,33,1,0,31
1,50,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,57,8,0,0.0,4,1,1,2
1,44,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,52,8,0,66.0,62,5,3,54
1,50,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,69,5,7,52
2,49,8,0,241.0,229,13,48,158
1,47,8,0,0.0,36,3,5,28
1,49,8,0,0.0,240,13,44,173
1,50,8,0,0.0,234,13,41,170
2,52,8,0,129.0,125,5,32,70
1,48,8,0,0.0,91,1,35,33
1,47,8,0,0.0,41,3,5,31
2,48,8,0,72.0,68,5,7,52
1,44,8,0,0.0,0,1,0,0
1,78,11,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
2,48,8,0,73.0,69,5,8,50
1,48,8,0,0.0,33,1,0,31
1,57,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,25,5,0,0.0,0,1,0,0
1,52,8,0,0.0,57,5,1,51
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,218,5,33,153
1,48,8,0,0.0,0,1,0,0
2,52,8,0,69.0,65,5,6,51
1,42,9,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,75,1,35,32
1,48,8,0,0.0,127,1,47,64
1,57,8,0,0.0,50,1,16,17
2,57,8,0,4.0,4,1,1,2
2,49,8,0,249.0,237,13,39,175
1,44,8,0,0.0,0,1,0,0
1,53,9,0,0.0,0,1,0,0
1,72,12,0,0.0,0,1,0,0
1,68,10,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
1,64,9,0,0.0,0,1,0,0
1,56,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
1,49,8,0,0.0,315,13,85,197
1,47,8,0,0.0,31,3,6,21
1,50,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,43,9,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
1,51,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,8,0,0.0,235,13,35,181
2,50,8,0,267.0,255,13,40,186
1,48,8,0,0.0,18,1,1,15
2,49,8,0,256.0,244,13,40,180
1,57,8,0,0.0,5,1,1,3
2,47,8,0,46.0,44,3,6,32
1,48,8,0,0.0,18,1,1,15
2,47,8,0,99.0,97,3,34,53
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,46,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,63,5,7,47
1,52,8,0,0.0,54,5,3,46
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,67,5,7,51
1,44,8,0,0.0,0,1,0,0
2,48,8,0,34.0,34,1,0,32
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,50,8,0,0.0,240,13,39,179
1,48,8,0,0.0,70,5,9,50
1,51,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,52,8,0,0.0,60,5,3,51
1,50,8,0,0.0,243,13,44,173
1,48,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,52,8,0,0.0,120,5,39,66
1,40,9,0,0.0,0,1,0,0
2,52,8,0,63.0,59,5,2,52
1,48,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,7,51
1,58,9,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
2,48,8,0,78.0,74,5,11,51
1,48,8,0,0.0,0,1,0,0
2,49,8,0,251.0,239,13,46,168
3,52,8,1,58.0,54,5,1,48
1,48,8,0,0.0,70,5,9,50
2,49,8,0,241.0,229,13,36,169
1,48,8,0,0.0,0,1,0,0
1,67,13,0,0.0,0,1,0,0
2,52,8,0,65.0,61,5,4,50
1,49,7,0,0.0,0,1,0,0
2,57,8,0,84.0,84,1,28,45
2,48,8,0,34.0,34,1,0,32
1,49,8,0,0.0,250,13,41,182
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,68,5,8,51
2,48,8,0,18.0,18,1,1,15
1,47,8,0,0.0,0,1,0,0
1,49,6,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,34,7,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,52,8,0,0.0,60,5,2,53
2,47,8,0,43.0,41,3,5,31
1,48,8,0,0.0,0,1,0,0
2,57,8,0,8.0,8,1,4,2
2,57,8,0,5.0,5,1,1,3
1,50,8,0,0.0,0,1,0,0
1,53,9,0,0.0,0,1,0,0
2,49,8,0,264.0,252,13,36,191
1,48,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,51,9,0,0.0,0,1,0,0
2,49,8,0,245.0,233,13,43,169
2,48,8,0,33.0,33,1,0,31
1,47,8,0,0.0,110,3,13,77
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,253,13,40,188
1,47,8,0,0.0,0,1,0,0
2,49,8,0,257.0,245,13,37,183
1,49,8,0,0.0,255,13,41,188
2,48,8,0,67.0,67,1,12,44
1,48,8,0,0.0,33,1,0,31
1,49,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
2,48,8,0,72.0,68,5,7,52
1,56,8,0,0.0,0,1,0,0
2,48,8,0,74.0,70,5,9,50
1,56,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,70,5,8,52
1,52,8,0,0.0,61,5,1,55
1,44,8,0,0.0,0,1,0,0
2,48,8,0,34.0,34,1,0,32
1,47,8,0,0.0,0,1,0,0
1,73,11,0,0.0,88,1,2,73
2,48,8,0,33.0,33,1,0,31
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,57,8,0,5.0,5,1,1,3
2,52,8,0,61.0,57,5,1,51
1,48,8,0,0.0,69,5,8,52
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,0,1,0,0
1,52,8,0,0.0,61,5,2,54
2,47,8,0,38.0,36,3,5,28
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,34.0,34,1,0,32
2,52,8,0,55.0,51,5,3,43
1,57,8,0,0.0,26,1,12,6
1,50,8,0,0.0,0,1,0,0
1,47,9,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,66,12,0,0.0,0,1,0,0
2,50,8,0,264.0,252,13,40,187
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,49,8,0,260.0,248,13,41,180
1,50,8,0,0.0,230,13,38,171
2,48,8,0,34.0,34,1,0,32
1,50,8,0,0.0,257,13,41,189
1,58,9,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
2,50,8,0,271.0,259,13,43,190
1,46,8,0,0.0,0,1,0,0
1,71,10,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
2,48,8,0,74.0,70,5,9,50
1,49,8,0,0.0,0,1,0,0
1,52,7,0,0.0,0,1,0,0
1,66,12,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
2,50,8,0,315.0,303,13,66,202
1,48,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
2,57,8,0,4.0,4,1,0,2
2,48,8,0,68.0,64,5,8,47
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,49,8,0,0.0,0,1,0,0
2,47,8,0,43.0,41,3,5,31
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,0,1,0,0
2,48,8,0,70.0,70,1,32,31
1,58,9,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,55,8,0,0.0,0,1,0,0
1,50,8,0,0.0,298,13,52,208
1,44,8,0,0.0,0,1,0,0
2,52,8,0,57.0,53,5,2,46
2,50,8,0,239.0,227,13,44,159
1,80,14,0,0.0,0,1,0,0
2,48,8,0,81.0,81,1,12,57
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,57,8,0,113.0,113,1,46,52
1,49,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,48,8,0,83.0,83,1,28,44
1,48,8,0,0.0,33,1,0,31
2,48,8,0,79.0,79,1,15,46
1,50,8,0,0.0,0,1,0,0
1,50,8,0,0.0,287,13,36,218
1,47,8,0,0.0,37,3,5,28
2,52,8,0,61.0,57,5,4,48
1,52,8,0,0.0,138,5,37,85
2,57,8,0,4.0,4,1,1,2
1,34,7,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,72,13,0,0.0,0,1,0,0
1,48,8,0,0.0,64,5,8,47
1,48,8,0,0.0,68,5,8,48
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,46,7,0,0.0,0,1,0,0
2,49,8,0,239.0,227,13,39,165
1,57,11,0,0.0,0,1,0,0
1,48,8,0,0.0,55,1,11,35
2,52,8,0,66.0,62,5,5,51
1,52,8,0,0.0,62,5,1,55
1,57,9,0,0.0,0,1,0,0
2,47,8,0,38.0,36,3,5,28
2,48,8,0,71.0,67,5,7,51
1,52,8,0,0.0,57,5,4,48
1,25,5,0,0.0,0,1,0,0
1,50,8,0,0.0,225,13,41,161
1,47,8,0,0.0,41,3,5,31
1,49,8,0,0.0,258,13,41,191
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,68,9,0,0.0,0,1,0,0
2,52,8,0,111.0,107,5,31,66
1,50,8,0,0.0,251,13,41,182
1,47,8,0,0.0,38,3,5,29
2,50,8,0,264.0,252,13,37,193
1,48,8,0,0.0,64,5,8,47
2,48,8,0,150.0,146,5,50,76
1,48,8,0,0.0,70,5,8,52
3,48,8,1,33.0,33,1,0,31
1,52,8,0,0.0,62,5,1,56
1,48,8,0,0.0,33,1,0,31
2,48,8,0,33.0,33,1,0,31
1,49,8,0,0.0,233,13,42,169
1,49,8,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
1,56,8,0,0.0,0,1,0,0
1,49,8,0,0.0,260,13,38,196
2,48,8,0,143.0,139,5,48,73
1,49,8,0,0.0,0,1,0,0
2,57,8,0,174.0,174,1,30,116
2,50,8,0,226.0,214,13,37,156
2,52,8,0,59.0,55,5,2,48
1,47,8,0,0.0,36,3,5,28
2,48,8,0,72.0,68,5,7,52
1,47,8,0,0.0,36,3,5,28
1,52,8,0,0.0,56,5,1,50
2,49,8,0,241.0,229,13,38,169
1,52,8,0,0.0,60,5,3,51
1,57,8,0,0.0,5,1,1,3
2,48,8,0,77.0,73,5,10,51
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
2,49,8,0,242.0,230,13,40,166
2,48,8,0,34.0,34,1,0,32
1,49,8,0,0.0,215,13,41,152
2,48,8,0,18.0,18,1,1,15
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
2,47,8,0,87.0,85,3,12,56
1,49,8,0,0.0,238,13,40,175
1,48,8,0,0.0,72,5,10,51
1,47,8,0,0.0,36,3,5,28
1,52,8,0,0.0,62,5,1,55
2,50,8,0,228.0,216,13,45,150
2,50,8,0,236.0,224,13,37,166
2,48,8,0,33.0,33,1,0,31
1,48,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,39,7,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,75,10,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,64,5,8,47
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,18,1,1,15
2,49,8,0,234.0,222,13,37,162
2,48,8,0,119.0,115,5,32,68
1,48,8,0,0.0,17,1,1,14
2,50,8,0,279.0,267,13,41,195
1,48,8,0,0.0,0,1,0,0
2,47,8,0,38.0,36,3,5,28
1,48,8,0,0.0,63,5,7,47
1,57,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,33,6,0,0.0,0,1,0,0
1,47,8,0,0.0,39,3,6,29
1,33,6,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,9,48
1,69,9,0,0.0,0,1,0,0
1,50,8,0,0.0,217,13,41,156
2,52,8,0,69.0,65,5,5,53
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,48,8,0,0.0,18,1,1,15
1,49,8,0,0.0,234,13,38,173
1,47,8,0,0.0,0,1,0,0
2,47,8,0,39.0,37,3,5,29
2,48,8,0,33.0,33,1,0,31
2,47,8,0,41.0,39,3,6,29
1,45,6,0,0.0,0,1,0,0
1,57,8,0,0.0,5,1,1,3
1,47,8,0,0.0,0,1,0,0
1,52,8,0,0.0,59,5,7,47
1,57,8,0,0.0,4,1,1,2
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,115,5,21,75
1,44,8,0,0.0,0,1,0,0
1,41,7,0,0.0,0,1,0,0
1,85,11,0,0.0,0,1,0,0
2,47,8,0,48.0,46,3,9,31
1,51,9,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,46,8,0,0.0,0,1,0,0
1,47,8,0,0.0,36,3,5,28
1,51,9,0,0.0,0,1,0,0
2,48,8,0,68.0,64,5,7,48
1,52,8,0,0.0,58,5,5,48
1,39,7,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,53,9,0,0.0,0,1,0,0
2,49,8,0,238.0,226,13,43,163
1,48,8,0,0.0,0,1,0,0
2,57,8,0,5.0,5,1,1,3
2,57,8,0,5.0,5,1,1,3
1,58,9,0,0.0,0,1,0,0
1,72,12,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,49,8,0,0.0,248,13,53,164
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,44,3,6,32
1,50,8,0,0.0,234,13,38,172
1,57,8,0,0.0,4,1,1,2
1,44,8,0,0.0,0,1,0,0
1,40,7,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
1,50,8,0,0.0,267,13,38,202
2,48,8,0,121.0,117,5,19,79
1,58,9,0,0.0,0,1,0,0
2,57,8,0,4.0,4,1,1,2
2,57,8,0,75.0,75,1,34,30
1,44,8,0,0.0,0,1,0,0
2,48,8,0,33.0,33,1,0,31
1,57,8,0,0.0,59,1,29,24
1,46,8,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
1,48,8,0,0.0,63,5,7,47
1,51,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,69,5,8,52
1,46,8,0,0.0,0,1,0,0
1,39,7,0,0.0,0,1,0,0
1,49,8,0,0.0,251,13,37,189
2,48,8,0,74.0,70,5,9,50
1,51,8,0,0.0,0,1,0,0
1,49,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,50,7,0,0.0,0,1,0,0
2,50,8,0,275.0,263,13,43,187
1,49,8,0,0.0,250,13,40,185
2,50,8,0,249.0,237,13,39,175
2,50,8,0,276.0,264,13,45,193
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
2,48,8,0,20.0,20,1,2,15
1,50,8,0,0.0,239,13,38,177
1,52,8,0,0.0,55,5,1,49
2,49,8,0,242.0,230,13,41,165
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,316,13,71,215
1,47,8,0,0.0,0,1,0,0
1,57,8,0,0.0,0,1,0,0
1,47,8,0,0.0,48,3,6,35
1,57,9,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,50,8,0,0.0,263,13,39,200
2,57,8,0,5.0,5,1,1,3
1,49,8,0,0.0,256,13,38,194
2,48,8,0,17.0,17,1,1,14
1,57,11,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,48,8,0,71.0,67,5,7,51
1,39,7,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,48,8,0,74.0,70,5,9,50
2,49,8,0,250.0,238,13,42,172
1,48,8,0,0.0,0,1,0,0
1,60,9,0,0.0,0,1,0,0
2,52,8,0,59.0,55,5,4,45
2,57,8,0,4.0,4,1,1,2
1,46,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,37,3,5,29
1,48,8,0,0.0,0,1,0,0
2,49,8,0,235.0,223,13,37,163
1,49,8,0,0.0,262,13,42,192
3,48,8,1,17.0,17,1,1,14
1,49,8,0,0.0,228,13,45,157
2,48,8,0,67.0,63,5,7,47
2,50,8,0,258.0,246,13,38,186
1,48,8,0,0.0,58,1,15,30
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,50,9,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,68,5,8,51
2,57,8,0,6.0,6,1,1,3
2,49,8,0,266.0,254,13,44,184
1,49,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,55,1,11,35
2,48,8,0,34.0,34,1,0,32
1,58,9,0,0.0,0,1,0,0
1,48,8,0,0.0,71,5,9,51
2,50,8,0,263.0,251,13,38,187
1,48,8,0,0.0,71,5,9,51
1,58,9,0,0.0,0,1,0,0
1,57,8,0,0.0,67,1,11,45
1,70,14,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,49,8,0,0.0,238,13,33,180
2,47,8,0,43.0,41,3,5,31
1,44,8,0,0.0,0,1,0,0
2,49,8,0,257.0,245,13,46,174
1,46,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
1,48,8,0,0.0,18,1,1,15
2,48,8,0,75.0,71,5,10,50
1,47,8,0,0.0,42,3,5,32
2,48,8,0,33.0,33,1,0,31
1,52,8,0,0.0,56,5,6,44
1,58,9,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,131,5,40,75
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,73,5,10,51
2,50,8,0,276.0,264,13,42,193
2,49,8,0,267.0,255,13,44,183
1,57,9,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
3,48,8,1,74.0,70,5,9,50
1,39,7,0,0.0,0,1,0,0
2,50,8,0,275.0,263,13,42,196
2,48,8,0,33.0,33,1,0,31
2,52,8,0,104.0,100,5,27,64
2,52,8,0,60.0,56,5,4,47
1,52,8,0,0.0,60,5,6,49
1,48,9,0,0.0,0,1,0,0
1,48,8,0,0.0,20,1,2,15
1,47,8,0,0.0,37,3,5,29
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,57,9,0,0.0,0,1,0,0
2,47,8,0,43.0,41,3,5,31
1,56,8,0,0.0,0,1,0,0
2,52,8,0,78.0,74,5,12,50
2,57,8,0,5.0,5,1,1,3
2,52,8,0,66.0,62,5,12,44
2,52,8,0,66.0,62,5,3,52
2,50,8,0,242.0,230,13,36,171
1,47,8,0,0.0,0,1,0,0
2,57,8,0,6.0,6,1,1,3
2,49,8,0,266.0,254,13,41,186
1,48,8,0,0.0,17,1,1,14
2,57,8,0,4.0,4,1,1,2
1,48,8,0,0.0,72,1,12,44
1,47,8,0,0.0,0,1,0,0
1,75,13,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
2,50,8,0,262.0,250,13,36,186
1,48,8,0,0.0,34,1,0,32
2,47,8,0,38.0,36,3,5,28
1,48,8,0,0.0,57,1,26,26
2,48,8,0,94.0,94,1,32,54
1,48,8,0,0.0,17,1,1,14
1,57,8,0,0.0,4,1,1,2
1,52,8,0,0.0,74,5,12,50
1,50,8,0,0.0,273,13,55,179
1,48,8,0,0.0,0,1,0,0
3,50,8,1,265.0,253,13,37,194
1,46,8,0,0.0,0,1,0,0
1,49,8,0,0.0,0,1,0,0
2,50,8,0,257.0,245,13,40,180
1,49,8,0,0.0,211,13,39,149
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,71,5,9,52
1,48,8,0,0.0,33,1,0,31
1,47,8,0,0.0,0,1,0,0
1,41,5,0,0.0,0,1,0,0
1,48,8,0,0.0,17,1,1,14
1,52,8,0,0.0,60,5,2,52
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
2,48,8,0,18.0,18,1,1,15
2,48,8,0,18.0,18,1,1,15
1,47,8,0,0.0,41,3,5,31
2,57,8,0,4.0,4,1,1,2
1,58,9,0,0.0,0,1,0,0
2,48,8,0,68.0,64,5,8,47
1,48,8,0,0.0,34,1,0,32
2,49,8,0,238.0,226,13,40,163
1,46,8,0,0.0,0,1,0,0
2,47,8,0,41.0,39,3,6,29
2,48,8,0,17.0,17,1,1,14
1,49,8,0,0.0,251,13,37,185
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,255,13,42,188
1,56,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,57,8,0,0.0,4,1,1,2
2,47,8,0,43.0,41,3,5,31
1,48,8,0,0.0,0,1,0,0
2,48,8,0,17.0,17,1,1,14
1,44,8,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
2,50,8,0,276.0,264,13,38,200
1,59,10,0,0.0,0,1,0,0
1,72,14,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,39,7,0,0.0,0,1,0,0
1,56,7,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,74,10,0,0.0,0,1,0,0
1,51,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,34,1,0,32
2,48,8,0,17.0,17,1,1,14
1,47,8,0,0.0,36,3,5,28
1,50,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
2,52,8,0,60.0,56,5,5,46
1,49,8,0,0.0,0,1,0,0
1,48,8,0,0.0,85,5,10,64
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,230,13,43,166
2,50,8,0,249.0,237,13,37,179
2,50,8,0,259.0,247,13,41,183
1,81,15,0,0.0,0,1,0,0
2,49,8,0,324.0,312,13,49,230
1,49,8,0,0.0,234,13,40,170
1,46,8,0,0.0,0,1,0,0
1,44,8,0,0.0,0,1,0,0
1,79,11,0,0.0,0,1,0,0
1,50,8,0,0.0,240,13,39,177
1,47,8,0,0.0,36,3,5,28
2,47,8,0,44.0,42,3,5,32
2,48,8,0,80.0,76,5,10,55
1,25,5,0,0.0,0,1,0,0
1,48,8,0,0.0,72,5,9,51
1,78,11,0,0.0,0,1,0,0
2,57,8,0,9.0,9,1,4,3
1,48,8,0,0.0,33,1,0,31
2,48,8,0,99.0,99,1,35,55
1,48,8,0,0.0,34,1,0,32
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,47,8,0,0.0,0,1,0,0
1,48,8,0,0.0,33,1,0,31
1,52,8,0,0.0,129,5,35,79
1,76,10,0,0.0,0,1,0,0
1,57,8,0,0.0,174,1,30,116
1,44,8,0,0.0,0,1,0,0
1,48,8,0,0.0,0,1,0,0
1,49,8,0,0.0,224,13,41,161
1,48,8,0,0.0,0,1,0,0
1,48,8,0,0.0,55,1,11,35
2,49,8,0,233.0,221,13,39,162
1,57,9,0,0.0,0,1,0,0
1,62,8,0,0.0,0,1,0,0
1,58,9,0,0.0,0,1,0,0
2,47,8,0,97.0,95,3,32,53
